,recipe,amount,unit,ingredient,price,instruction
338,spicy-instant-pot-taco-soup-recipe,14.0,28.4,cans pinto beans,64.39000000000001,"Press the SAUTE button on the Instant Pot, and press it again to bump it to SAUTE MORE. Heat the olive oil in the Instant Pot. When hot, sautÌ© the onion and garlic until softened, 5-7 minutes. Stir in the taco seasoning. Add the quinoa, water, salt, beans, corn, tomatoes, and salsa. Press CANCEL. Close and seal the pot, and pressure cook on MANUAL for 10 minutes (high). Carefully QUICK RELEASE. Gently shake or tap the pressure cooker, and then carefully open away from you. Taste and adjust with more salt, if needed. Serve as-is, or topped with pepitas, sliced avocado, cilantro, and salted yogurt. Press the SAUTE button on the Instant Pot, and press it again to bump it to SAUTE MORE. Heat the olive oil in the Instant Pot. When hot, sautÃ© the onion and garlic until softened, 5-7 minutes. Stir in the taco seasoning. Add the quinoa, water, salt, beans, corn, tomatoes, and salsa. Press CANCEL."
339,spicy-instant-pot-taco-soup-recipe,1.5,236.6,corn,64.39000000000001,"Press the SAUTE button on the Instant Pot, and press it again to bump it to SAUTE MORE. Heat the olive oil in the Instant Pot. When hot, sautÌ© the onion and garlic until softened, 5-7 minutes. Stir in the taco seasoning. Add the quinoa, water, salt, beans, corn, tomatoes, and salsa. Press CANCEL. Close and seal the pot, and pressure cook on MANUAL for 10 minutes (high). Carefully QUICK RELEASE. Gently shake or tap the pressure cooker, and then carefully open away from you. Taste and adjust with more salt, if needed. Serve as-is, or topped with pepitas, sliced avocado, cilantro, and salted yogurt. Press the SAUTE button on the Instant Pot, and press it again to bump it to SAUTE MORE. Heat the olive oil in the Instant Pot. When hot, sautÃ© the onion and garlic until softened, 5-7 minutes. Stir in the taco seasoning. Add the quinoa, water, salt, beans, corn, tomatoes, and salsa. Press CANCEL."
340,spicy-instant-pot-taco-soup-recipe,14.0,28.4,can crushed tomatoes,64.39000000000001,"Press the SAUTE button on the Instant Pot, and press it again to bump it to SAUTE MORE. Heat the olive oil in the Instant Pot. When hot, sautÌ© the onion and garlic until softened, 5-7 minutes. Stir in the taco seasoning. Add the quinoa, water, salt, beans, corn, tomatoes, and salsa. Press CANCEL. Close and seal the pot, and pressure cook on MANUAL for 10 minutes (high). Carefully QUICK RELEASE. Gently shake or tap the pressure cooker, and then carefully open away from you. Taste and adjust with more salt, if needed. Serve as-is, or topped with pepitas, sliced avocado, cilantro, and salted yogurt. Press the SAUTE button on the Instant Pot, and press it again to bump it to SAUTE MORE. Heat the olive oil in the Instant Pot. When hot, sautÃ© the onion and garlic until softened, 5-7 minutes. Stir in the taco seasoning. Add the quinoa, water, salt, beans, corn, tomatoes, and salsa. Press CANCEL."
341,spicy-instant-pot-taco-soup-recipe,1.0,236.6,favorite,64.39000000000001,"Press the SAUTE button on the Instant Pot, and press it again to bump it to SAUTE MORE. Heat the olive oil in the Instant Pot. When hot, sautÌ© the onion and garlic until softened, 5-7 minutes. Stir in the taco seasoning. Add the quinoa, water, salt, beans, corn, tomatoes, and salsa. Press CANCEL. Close and seal the pot, and pressure cook on MANUAL for 10 minutes (high). Carefully QUICK RELEASE. Gently shake or tap the pressure cooker, and then carefully open away from you. Taste and adjust with more salt, if needed. Serve as-is, or topped with pepitas, sliced avocado, cilantro, and salted yogurt. Press the SAUTE button on the Instant Pot, and press it again to bump it to SAUTE MORE. Heat the olive oil in the Instant Pot. When hot, sautÃ© the onion and garlic until softened, 5-7 minutes. Stir in the taco seasoning. Add the quinoa, water, salt, beans, corn, tomatoes, and salsa. Press CANCEL."
342,spicy-instant-pot-taco-soup-recipe,0.0,-1.0,toasted pepitas or almonds,64.39000000000001,"Press the SAUTE button on the Instant Pot, and press it again to bump it to SAUTE MORE. Heat the olive oil in the Instant Pot. When hot, sautÌ© the onion and garlic until softened, 5-7 minutes. Stir in the taco seasoning. Add the quinoa, water, salt, beans, corn, tomatoes, and salsa. Press CANCEL. Close and seal the pot, and pressure cook on MANUAL for 10 minutes (high). Carefully QUICK RELEASE. Gently shake or tap the pressure cooker, and then carefully open away from you. Taste and adjust with more salt, if needed. Serve as-is, or topped with pepitas, sliced avocado, cilantro, and salted yogurt. Press the SAUTE button on the Instant Pot, and press it again to bump it to SAUTE MORE. Heat the olive oil in the Instant Pot. When hot, sautÃ© the onion and garlic until softened, 5-7 minutes. Stir in the taco seasoning. Add the quinoa, water, salt, beans, corn, tomatoes, and salsa. Press CANCEL."
343,sofrito,0.25,236.6,olive oil,32.07,"To make the sofrito, heat the oil and gently cook the onions, not allowing any browning, until translucent and soft, 8 -10 minutes. Add the garlic, and the green bell pepper, and cook until these soften and fall apart a bit. Add the wine, and allow to the alcohol to evaporate - a few minutes. Stir in the tomatoes, the rosemary and salt. Simmer gently, over very low heat, for 50 minutes, stirring occasionally. Taste, and season with more salt, to taste. Remove the rosemary. Allow to cool, then store in the refrigerator, until ready to use."
344,sofrito,1.0,-1.0,yellow onion,32.07,"To make the sofrito, heat the oil and gently cook the onions, not allowing any browning, until translucent and soft, 8 -10 minutes. Add the garlic, and the green bell pepper, and cook until these soften and fall apart a bit. Add the wine, and allow to the alcohol to evaporate - a few minutes. Stir in the tomatoes, the rosemary and salt. Simmer gently, over very low heat, for 50 minutes, stirring occasionally. Taste, and season with more salt, to taste. Remove the rosemary. Allow to cool, then store in the refrigerator, until ready to use."
345,sofrito,2.0,-1.0,garlic,32.07,"To make the sofrito, heat the oil and gently cook the onions, not allowing any browning, until translucent and soft, 8 -10 minutes. Add the garlic, and the green bell pepper, and cook until these soften and fall apart a bit. Add the wine, and allow to the alcohol to evaporate - a few minutes. Stir in the tomatoes, the rosemary and salt. Simmer gently, over very low heat, for 50 minutes, stirring occasionally. Taste, and season with more salt, to taste. Remove the rosemary. Allow to cool, then store in the refrigerator, until ready to use."
346,sofrito,0.5,-1.0,green bell pepper,32.07,"To make the sofrito, heat the oil and gently cook the onions, not allowing any browning, until translucent and soft, 8 -10 minutes. Add the garlic, and the green bell pepper, and cook until these soften and fall apart a bit. Add the wine, and allow to the alcohol to evaporate - a few minutes. Stir in the tomatoes, the rosemary and salt. Simmer gently, over very low heat, for 50 minutes, stirring occasionally. Taste, and season with more salt, to taste. Remove the rosemary. Allow to cool, then store in the refrigerator, until ready to use."
347,sofrito,0.5,236.6,red wine (or white),32.07,"To make the sofrito, heat the oil and gently cook the onions, not allowing any browning, until translucent and soft, 8 -10 minutes. Add the garlic, and the green bell pepper, and cook until these soften and fall apart a bit. Add the wine, and allow to the alcohol to evaporate - a few minutes. Stir in the tomatoes, the rosemary and salt. Simmer gently, over very low heat, for 50 minutes, stirring occasionally. Taste, and season with more salt, to taste. Remove the rosemary. Allow to cool, then store in the refrigerator, until ready to use."
348,sofrito,28.0,28.4,cans of whole tomatoes,32.07,"To make the sofrito, heat the oil and gently cook the onions, not allowing any browning, until translucent and soft, 8 -10 minutes. Add the garlic, and the green bell pepper, and cook until these soften and fall apart a bit. Add the wine, and allow to the alcohol to evaporate - a few minutes. Stir in the tomatoes, the rosemary and salt. Simmer gently, over very low heat, for 50 minutes, stirring occasionally. Taste, and season with more salt, to taste. Remove the rosemary. Allow to cool, then store in the refrigerator, until ready to use."
349,sofrito,1.0,-1.0,sprig rosemary,32.07,"To make the sofrito, heat the oil and gently cook the onions, not allowing any browning, until translucent and soft, 8 -10 minutes. Add the garlic, and the green bell pepper, and cook until these soften and fall apart a bit. Add the wine, and allow to the alcohol to evaporate - a few minutes. Stir in the tomatoes, the rosemary and salt. Simmer gently, over very low heat, for 50 minutes, stirring occasionally. Taste, and season with more salt, to taste. Remove the rosemary. Allow to cool, then store in the refrigerator, until ready to use."
350,sofrito,0.0,-1.0,scant 1/2 teaspoon fine grain sea salt,32.07,"To make the sofrito, heat the oil and gently cook the onions, not allowing any browning, until translucent and soft, 8 -10 minutes. Add the garlic, and the green bell pepper, and cook until these soften and fall apart a bit. Add the wine, and allow to the alcohol to evaporate - a few minutes. Stir in the tomatoes, the rosemary and salt. Simmer gently, over very low heat, for 50 minutes, stirring occasionally. Taste, and season with more salt, to taste. Remove the rosemary. Allow to cool, then store in the refrigerator, until ready to use."
